Paquetes rcv,Tiempo instantaneo,Numero de paquete,Altitud BMP,Temperatura BMP ©,Presion mBar,Tension de la bateria V,Longitud,Latitud,Altitud GPS,Satelites GPS,Etapa de vuelo,GPS Hora,GPS Minutos,GPS Segundos,,,,
615,2147,687,8.929999352,50.37999725,987.9099731,7.949999809,9.993770599,-84.65107727,296.7999878,11,33,12,46,35.59375,,,, 
616,2147,688,8.699999809,50.38999939,987.9299927,7.949999809,9.993770599,-84.65107727,296.7999878,12,33,12,46,35.796875,,,, 
617,2147,689,8.859999657,50.37999725,987.9099731,7.949999809,9.993770599,-84.65107727,296.7999878,12,33,12,46,35.921875,,,, 
618,2148,690,8.929999352,50.37999725,987.9099731,7.940000057,9.993770599,-84.65107727,296.7999878,11,33,12,46,36,,,, 
619,2148,691,8.729999542,50.37999725,987.9299927,7.949999809,9.993770599,-84.65107727,296.7999878,12,33,12,46,36.078125,,,, 
620,2148,692,8.659999847,50.37999725,987.9400024,7.949999809,9.993770599,-84.65107727,296.7999878,11,33,12,46,36.203125,,,, 
621,2148,693,8.630000114,50.37999725,987.9400024,7.949999809,9.993770599,-84.65107727,296.7999878,12,33,12,46,36.296875,,,, 
622,2148,694,8.960000038,50.37999725,987.8999634,7.940000057,9.993770599,-84.65107727,296.7999878,12,33,12,46,36.390625,,,, 
623,2148,695,8.529999733,50.38999939,987.9499512,7.949999809,9.993770599,-84.65107727,296.7999878,12,33,12,46,36.703125,,,, 
624,2148,698,8.630000114,50.38999939,987.9400024,7.949999809,9.993770599,-84.65107727,296.7999878,12,33,12,46,36.796875,,,, 
625,2149,699,8.88999939,50.37999725,987.9099731,7.949999809,9.993770599,-84.65107727,296.7999878,12,33,12,46,36.921875,,,, 
626,2149,796,8.859999657,50.37999725,987.9099731,8.090000153,9.993770599,-84.65107727,296.7999878,11,33,12,46,47.390625,,,, 
627,2159,797,9.059999466,50.37999725,987.8899536,7.940000057,9.993770599,-84.65107727,296.7999878,11,33,12,46,47.5,,,, 
